subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grlsME01QPPP,0,2014-06,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsME01QPPP,1,2015-06,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsME01QPPP,2,2016-07,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsME1IJFZZ,0,2014-08,Moderate,Less than once/week,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsME1IJFZZ,1,2015-09,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsME1IJFZZ,2,2016-08,Moderate,Less than once/month,Less than 10 minutes,Average,0,0,0,take to kennel or vet,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsME3L0P77,0,2014-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Never
grlsME3L0P77,1,2015-11,Moderate,Less than once/week,10-30 minutes,Slow,0,0,0,shopping,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Occasionally
grlsME3L0P77,2,2017-06,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/month,Occasionally
grlsME7WSB33,0,2013-05,Moderate,Once/day,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsME7WSB33,1,2014-10,Moderate,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsME7WSB33,2,2015-10,Very active,Never,,,0,0,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMEIYX9UU,0,2013-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMEIYX9UU,1,2014-02,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grlsMEIYX9UU,2,2015-04,Moderate,Less than once/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMFNUID33,0,2014-10,Very active,Never,,,0,0,0,,0,,,,Occasionally
grlsMFNUID33,1,2015-10,Very active,Never,,,0,0,0,,0,,,,Occasionally
grlsMFNUID33,2,2016-10,Very active,Never,,,0,0,0,,0,,,,Never
grlsMG8OL6DD,0,2014-07,Very active,More than once a day,30-60 minutes,Brisk,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMG8OL6DD,1,2015-05,Very active,More than once a day,30-60 minutes,Brisk,1,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsMG8OL6DD,2,2016-09,Very active,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMGAPGURR,0,2015-01,Very active,Less than once/month,10-30 minutes,Brisk,0,1,1,,0,,,,Occasionally
grlsMGAPGURR,1,2016-02,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMGAPGURR,2,2017-03,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMGDDQF00,0,2014-03,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMGDDQF00,1,2015-03,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMGDDQF00,2,2016-07,Very active,Less than once/month,10-30 minutes,Brisk,1,0,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMGE5UI55,0,2013-11,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMGE5UI55,1,2014-12,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMGE5UI55,2,2016-01,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMGT6NY55,0,2014-09,Moderate,Never,,,0,0,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsMGT6NY55,1,2015-10,Moderate,Less than once/week,30-60 minutes,Slow,0,0,0,therapy visits,0,,,,Frequently
grlsMGT6NY55,2,2016-10,Moderate,Less than once/month,Less than 10 minutes,Slow,0,0,0,car,0,,,,Frequently
grlsMH6Q1UZZ,0,2014-02,Little,Never,,,0,0,0,,0,,,,Occasionally
grlsMH6Q1UZZ,1,2015-02,Little,Never,,,0,0,0,,0,,,,Occasionally
grlsMH6Q1UZZ,2,2016-02,Little,Less than once/month,Less than 10 minutes,Slow,1,0,0,,0,,,,Occasionally
grlsMH77FLGG,0,2013-12,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsMH77FLGG,1,2015-01,Very active,Once or twice/week,Greater than 60 minutes,Average,0,1,0,,0,,,,Frequently
grlsMH77FLGG,2,2016-01,Very active,Once or twice/week,Greater than 60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMHXRGTT,0,2012-09,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsMHXRGTT,1,2013-09,Moderate,Once or twice/week,30-60 minutes,Average,1,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMHXRGTT,2,2014-09,Moderate,Once or twice/week,Less than 10 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMI3ZSXFF,0,2013-05,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsMI3ZSXFF,2,2015-04,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMJNP84JJ,0,2014-10,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMJNP84JJ,1,2015-11,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMJNP84JJ,2,2016-11,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMJNZJKDD,0,2014-06,Moderate,Less than once/week,10-30 minutes,Brisk,0,0,1,,0,,,,Frequently
grlsMJNZJKDD,1,2015-08,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMJNZJKDD,2,2016-11,Moderate,Less than once/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grlsMJQO54ZZ,0,2014-12,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMJQO54ZZ,1,2016-01,Moderate,Less than once/week,30-60 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMJQO54ZZ,2,2017-01,Moderate,Less than once/week,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMJU7ED,0,2014-02,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMJU7ED,1,2015-11,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsMJU7ED,2,2016-11,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMJZUKONN,0,2013-04,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMJZUKONN,1,2014-04,Very active,Once/day,30-60 minutes,Average,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMJZUKONN,2,2015-05,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMK7V1CUU,0,2014-07,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsMK7V1CUU,1,2015-07,Moderate,Less than once/month,10-30 minutes,Slow,0,1,0,,0,,,,Frequently
grlsMK7V1CUU,2,2016-08,Moderate,Never,,,0,0,0,,0,,,,Frequently
grlsMKEVKDZZ,0,2012-10,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMKEVKDZZ,1,2013-12,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMKEVKDZZ,2,2014-12,Very active,More than once a day,30-60 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMKO0FR44,0,2013-09,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Occasionally
grlsMKO0FR44,1,2014-09,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsMKO0FR44,2,2015-10,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsML4B00QQ,0,2014-03,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsML4B00QQ,1,2015-04,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsML4B00QQ,2,2016-04,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMM1XVLNN,0,2014-03,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMM1XVLNN,1,2015-05,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMM1XVLNN,2,2016-05,Moderate,Once or twice/week,30-60 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMM5BU433,0,2014-01,Moderate,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMM5BU433,1,2015-03,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsMM5BU433,2,2016-04,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMM8PZ7PP,0,2013-11,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMM8PZ7PP,2,2015-12,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMMKSTLL,0,2014-08,Very active,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMMKSTLL,1,2016-01,Moderate,Once/day,10-30 minutes,Average,1,0,1,,0,,,,Frequently
grlsMMKSTLL,2,2017-02,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMN3IWOCC,0,2014-11,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMN3IWOCC,1,2016-05,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMN7CES44,0,2014-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsMN7CES44,1,2015-11,Very active,Less than once/month,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsMN7CES44,2,2016-12,Very active,Once/day,30-60 minutes,Jog,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsMNPI7L11,0,2014-06,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMNPI7L11,1,2015-07,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMNPI7L11,2,2016-02,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMNPUVE00,0,2015-01,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsMNPUVE00,1,2016-01,Moderate,More than once a day,30-60 minutes,Average,1,1,1,,0,,,,Occasionally
grlsMNPUVE00,2,2017-01,Moderate,Once/day,30-60 minutes,Average,1,1,1,,0,,,,Occasionally
grlsMNT4ZVKK,0,2014-06,Very active,More than once a day,30-60 minutes,Brisk,0,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMNT4ZVKK,1,2015-07,Very active,Once/day,30-60 minutes,Brisk,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMNT4ZVKK,2,2016-08,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMNTW6TNN,0,2014-09,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsMNTW6TNN,1,2015-09,Little,Less than once/month,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grlsMNTW6TNN,2,2016-10,Little,Less than once/month,Less than 10 minutes,Average,1,0,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grlsMO4Q8RRR,0,2013-03,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMO4Q8RRR,1,2014-04,Very active,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Occasionally
grlsMO4Q8RRR,2,2015-05,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMO697A11,0,2014-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMO697A11,1,2015-02,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMO697A11,2,2016-01,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMOCF0544,0,2013-06,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMOCF0544,1,2014-07,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMOCF0544,2,2015-08,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMOKYGJSS,0,2014-12,Moderate,Once/day,Less than 10 minutes,Average,1,0,0,,0,,,,Never
grlsMOKYGJSS,1,2016-01,Moderate,Never,,,0,0,0,,0,,,,Never
grlsMOKYGJSS,2,2017-08,Moderate,Never,,,0,0,0,,0,,,,Never
grlsMOSV1VKK,0,2013-06,Moderate,More than once a day,10-30 minutes,Brisk,1,1,1,,0,,,,Frequently
grlsMOSV1VKK,1,2014-04,Very active,More than once a day,10-30 minutes,Brisk,1,1,1,,0,,,,Frequently
grlsMOSV1VKK,2,2015-06,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grlsMP46ZTZZ,0,2015-01,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsMP46ZTZZ,1,2016-02,Moderate,Once/day,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsMP46ZTZZ,2,2017-02,Moderate,Once/day,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsMPD8RXKK,0,2013-04,Very active,Less than once/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Occasionally
grlsMPD8RXKK,1,2014-07,Very active,Less than once/month,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsMPD8RXKK,2,2015-07,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMPFEO811,0,2012-08,Very active,Once/day,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMPFEO811,1,2014-01,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,1,30-60 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grlsMQHRNQYY,0,2014-09,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMQHRNQYY,1,2015-09,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsMQHRNQYY,2,2016-09,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsMQM8JPPP,0,2014-04,Very active,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsMQM8JPPP,1,2015-04,Very active,Once/day,30-60 minutes,Slow,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMQM8JPPP,2,2016-04,Moderate,Once/day,10-30 minutes,Slow,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMR49RZ22,0,2013-03,Very active,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsMR49RZ22,1,2014-02,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMR49RZ22,2,2015-05,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMRYUH,0,2012-10,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMRYUH,1,2013-08,Very active,Once/day,Greater than 60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMRYUH,2,2014-09,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMSQR2KGG,0,2013-04,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMSQR2KGG,1,2014-04,Very active,Once or twice/week,30-60 minutes,Average,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMSQR2KGG,2,2015-05,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMT3GPYY,0,2013-10,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsMT3GPYY,1,2014-11,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsMT3GPYY,2,2015-10,Very active,Once/day,10-30 minutes,Average,1,0,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsMTFZ444,0,2014-05,Very active,More than once a day,10-30 minutes,Average,1,0,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsMTFZ444,1,2015-05,Moderate,More than once a day,10-30 minutes,Average,1,0,0,,0,,,,Occasionally
grlsMTFZ444,2,2016-05,Moderate,More than once a day,10-30 minutes,Average,1,0,0,,0,,,,Occasionally
grlsMU6JQ8HH,0,2014-09,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsMU6JQ8HH,1,2016-01,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsMU6JQ8HH,2,2016-11,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMU7MCXRR,0,2014-12,Moderate,More than once a day,10-30 minutes,Slow,1,0,0,,0,,,,Frequently
grlsMU7MCXRR,1,2016-01,Little,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsMU7MCXRR,2,2017-01,Moderate,Once or twice/week,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsMVEFYNN,0,2013-05,Moderate,Once/day,Greater than 60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsMVEFYNN,1,2015-01,Moderate,Once/day,Greater than 60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsMWI5AP99,0,2013-02,Very active,Less than once/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMWI5AP99,1,2014-08,Very active,Less than once/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMWI5AP99,2,2015-09,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsMWZRL7FF,0,2014-12,Very active,More than once a day,10-30 minutes,Average,0,1,1,,0,,,,Frequently
grlsMWZRL7FF,2,2017-01,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsMX63K0SS,0,2014-03,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsMX63K0SS,1,2015-04,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsMXRC2E11,0,2013-05,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Frequently
grlsMXRC2E11,1,2014-04,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsMXRC2E11,2,2015-03,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsMYZ1XB,0,2013-08,Very active,Never,,,0,0,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsMZ45KONN,0,2015-01,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsMZ45KONN,1,2016-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsMZ45KONN,2,2016-12,Little,Once/day,10-30 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Occasionally
grlsN09TPIMM,0,2014-09,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN09TPIMM,1,2015-10,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN2EEIKK,0,2014-04,Very active,Once/day,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsN2EEIKK,1,2015-06,Moderate,Less than once/week,10-30 minutes,Average,0,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsN2EEIKK,2,2016-03,Very active,Less than once/week,10-30 minutes,Brisk,0,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsN38NYTQQ,0,2014-01,Very active,More than once a day,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsN38NYTQQ,1,2015-01,Very active,Once/day,Less than 10 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsN38NYTQQ,2,2016-01,Very active,Once or twice/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsN43KG77,0,2013-01,Moderate,More than once a day,Greater than 60 minutes,Average,0,1,0,,0,,,,Frequently
grlsN43KG77,1,2014-03,Very active,More than once a day,Greater than 60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsN43KG77,2,2015-04,Very active,More than once a day,Greater than 60 minutes,Average,0,0,0,time for us to spend together,0,,,,Frequently
grlsN4MLY555,0,2012-10,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsN4MLY555,1,2014-07,Very active,Once/day,30-60 minutes,Average,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Occasionally
grlsN4MLY555,2,2015-06,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsN4PGDWWW,0,2013-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Frequently
